绿色印刷;通用技术要求;行业标准制定;标准体系表;平版印刷;推荐性;资料包;判定准则;评价方法;抽样方法;,"全国印刷标准化技术委员会将绿色印刷系列行业标准制定列为2014年重点工作。首期启动的五个标准都属于推荐性行业标准,分别为《绿色印刷标准体系表》《绿色印刷术语》《绿色印刷通用技术要求与评价方法第1部分:平版印刷》《绿色印刷产品抽样方法及测试部位确定原则》《绿色印刷产品合格判定准则第1部分:阅读类印刷品》。标准参考的资料包"
绿色印刷 绿色设计 绿色材料 绿色工艺,"本文主要在阐述绿色印刷的同时,从绿色印刷的根本源头设计出发,到印刷过程使用的材料、印刷工艺设备,以及环保意识的培养与宣传、绿色印刷标准的完善等多个方面不同角度探讨实现绿色印刷的方式方法。"
绿色印刷;行业标准;通用技术要求;平版印刷;判定准则;新闻出版行业;评价方法;抽样方法;印刷领域;,"4月10日,经国家新闻出版广电总局批准,《绿色印刷术语》《绿色印刷通用技术要求与评价方法第1部分:平版印刷》《绿色印刷产品抽样方法及测试部位确定原则》《绿色印刷产品合格判定准则第1部分:阅读类印刷品》等4项新闻出版行业标准正式发布,这标志着我国绿色印刷自我声明认证工作进入实质性阶段。绿色印刷行业标准作为印刷企业推行绿色"
绿色印刷;环境标志;环境保护标准;平版印刷;标准制定;国家环保标准;商业票据印刷;产品技术要求;环境保护要求;印刷发行;,"标准制定2014年12月1日,编号为HJ2539-2014的国家环境保护标准《环境标志产品技术要求印刷第三部分:凹版印刷》正式实施。凹版印刷国家环保标准为保护环境、促进技术进步、减少凹版印刷对环境和人体健康的影响而制定,对凹版印刷原辅材料和印刷过程的环境保护要求作出了规定。该标准与此前实施的《环境标志产品技术要求印刷第一部分∶平版印刷》(HJ2503-2012)和《环境标志产品技术要求印刷第二部分∶商业票"
绿色印刷;行业标准;通用技术要求;平版印刷;判定准则;评价方法;抽样方法;标准委;印刷领域;,"4月10日,经国家新闻出版广电总局批准,《绿色印刷术语》《绿色印刷通用技术要求与评价方法第1部分:平版印刷》《绿色印刷产品抽样方法及测试部位确定原则》《绿色印刷产品合格判定准则第1部分:阅读类印刷品》等4项行业标准正式发布,这标志着我国绿色印刷自我声明认证工作进入实质性阶段。"
绿色印刷;通用技术要求;行业国家标准;行业标准;平版印刷;判定准则;评价方法;抽样方法;包装类;检验机构;,"日前,全国印刷标准化技术委员会(SAC/TC 170)在北京召开《绿色印刷通用技术要求与评价方法第2部分:凹版印刷》、《绿色印刷产品合格判定准则第2部分:包装类印刷品》两项行业标准起草组成立会议。2014年,为配合行业绿色印刷的实施,印刷标委会组织制定了首批四项绿色印刷行业标准,涵盖了《绿色印刷术语》、《绿色印刷通用技术要求与评价方法第1部分:平版印刷》、《绿色印刷产品抽样方法及测试部位确定原则》、《绿色印刷产品合格判定准则第1部分:阅读类"
按需印刷;国内印刷;墨滴;印刷材料;按需喷墨;承印物;喷墨印刷;喷墨技术;传统胶印;印刷系统;,"随着数字印刷技术和数字印刷设备的不断改进和印刷材料成本的逐步降低,再加上国内印刷设备格局的调整,以及按需印刷市场的日益完善和成熟,数字印刷将会带给印刷行业更多的机遇和希望,数字印刷将为中国印刷行业翻开新的一页。"
绿色印刷;讨论阶段;实际应用阶段;成本变动;柳斌;设备工艺;技术标准;原辅材料价格;印刷有限公司;上光油;,"20世纪80年代后期,以日本、美国、德国等为代表的发达国家提出了绿色印刷,历经二十余年的发展,绿色印刷现已从概念讨论阶段进入到实际应用阶段,在技术标准、设备工艺、原辅材料等方面都有了极大发展并日趋成熟。2010年9月,原环境保护部部长周生贤和原新闻出版总署署长柳斌杰共同签署了《实施绿色印刷战略合作协议》,标志着我国推进绿色印刷实施工作正式启动。截止到2014年底,我国义务教育阶段的教科书已"
绿色印刷 发展 现状 对策,"随着印刷行业的发展,以及社会对生态环境的重视,绿色印刷的作用就显得越来越重要,从而绿色印刷也随着社会的进步而发展起来,但是我国绿色印刷的发展与国外其他国家相比仍比较落后。本文就我国当前绿色印刷的发展现状以及存在的问题进行探讨,并结合笔者的实际工作经验提出促进绿色印刷发展的有效途径,以期给印刷同行业人士提供一定的借鉴意义。"
纤维素 纤维素衍生物 化学改性,"植物纤维素是天然的可再生资源,对纤维素的改性利用一直是研究的热点。本文简要介绍了纤维素的结构与性质,综述了纤维素的改性方法,包括物理改性、化学改性和生物改性等,其中化学改性是最主要的方法,包括酯化、磺化、醚化、醚酯化、交联和接枝共聚等,通常涉及其结构中羟基的一系列反应。通过改性,引进了一系列离子型基团,有利于增强纤维素的亲水性。经改性后的纤维素与之前相比,结晶度和聚合度明显降低,可及度明显提高,无论物理性质还是化学性质都表现出更大的优越性。其后回顾了纤维素衍生物在食品、造纸以及建筑行业中的一些研究应用成果,阐述了其在医药及废水处理等方面的研究进展,并展望了纤维素衍生物的发展前景。"
微纳尺度D打印 复杂三维微纳结构 微立体光刻 微纳制造 微纳结构增材制造,"复杂三维微纳结构在微纳机电系统、生物医疗、组织工程、新材料、新能源、高清显示、微流控器件、微纳光学器件、微纳传感器、微纳电子、生物芯片、光电子和印刷电子等领域有着巨大的产业需求,然而现有的各种微纳制造技术无论从技术层面还是在生产率、成本、材料等方面还难以满足高效、低成本批量化制造复杂三维微纳结构的工业级应用的需求.高效、低成本批量化制造复杂三维微纳结构(尤其是大面积复杂三维微纳结构)一直被认为是一项国际化难题,也是当前国际上学术界和产业界的研究热点,以及亟待突破的瓶颈问题.微纳尺度3D打印(微纳结构增材制造)在复杂三维微纳结构、高深宽比微纳结构以及复合材料三维微纳结构制造方面具有突出的潜能和优势,而且还具有设备简单、成本低、可使用材料种类多、无需掩模或模具、直接成形的优点.微纳尺度3D打印被美国麻省理工学院(MIT)的《技术评论》列为2014年十大具有颠覆性的新兴技术.本文论述了近年国际上微纳尺度3D打印重要的研究进展和代表性研究成果,微纳尺度3D打印典型重大应用,阐述了微纳尺度3D打印当前面临的挑战性问题,并探讨了微纳尺度3D打印未来的应用前景和发展方向及趋势.为深入开展微纳尺度3D打印、增材制造和微纳制造的科学研究和工程化应用提供一定的借鉴和参考作用."
绿色印刷;印刷产业;产品目录;中国印协;商业票据印刷;京津冀一体化;质检中心;印刷发行;大事件;中小学教科书;,"在这一年里,我们看到,上至国家新闻出版广电总局、环保部等有关管理部门,下至印刷业协会、印刷企业、印刷原辅材料供应商、设备供应商等各个环节,众志成城,在各自的领域里坚定地朝着绿色印刷的方向稳步前进,使绿色印刷实践成为全行业的自觉行动,开创了我国印刷产业的绿色新格局!下面,让我们共同梳理2014年绿色印刷领域的十大关键词。"
绿色印刷;纳米材料;印刷产业;纳米技术;铝版基;电化学氧化;印刷技术;中科院化学所;电子出版;制版技术;,"印刷技术为人类文明的传承和信息的传播作出了不可磨灭的贡献,但近年来,传统印刷业也面临着环境保护、电子出版等多方面的压力与挑战。传统印刷产业链主要包括3大关键污染环节:曝光冲洗制版、电化学氧化制备铝版基和使用有害溶剂生产油墨。因此"",发展绿色印刷技术,实施绿色印刷战略""成为印刷产业生存和发展的迫切需求。中国科学院化学研究所(简称""中科院化学所"")绿色印刷重点实验室基于纳米材料"
生物传感器 酶电极 分析仪器 应用市场,"生物传感器是一个内容广泛、多学科介入和交叉的研究领域。本文以固定化酶传感器为重点,对我国生物传感器技术现状和特点进行了总结。在生物活性元件的种类、固定化策略和推广应用方面进行了分析,指出影响我国生物传感器实用化进程的主要问题是传感器酶品种缺乏、稳定性差以及检测底物范围受限等。以此为基础,在酶分子元件、生物电子器件、传感器制造技术及市场开发等几个方面,对今后发展重点和方向进行了探讨,建议加强新型酶分子元件、生物电子器件的标准化和分析系统的集成技术研究。"
透明导电薄膜 印刷电子 喷墨打印 图案化 透明电极,"透明导电薄膜是一种在可见光范围内透光率较高、导电性优良的薄膜材料。近年来随着智能手机、平板电脑等电子产品日益普及,透明导电薄膜受到越来越多的关注。本文分析了目前占据市场统治地位的掺锡氧化铟透明导电薄膜的缺点以及近年来国内外对透明导电薄膜开展的研究工作,总结了目前在印刷电子领域透明导电薄膜的主要研究方向,一方面是在传统金属氧化物薄膜基础上的改进;另一方面是寻找新型透明导电薄膜材料,并分别综述了各个研究方向的最新进展。"
绿色印刷;印刷发行;全产业链;印刷产品质量;王岩镔;质量监督检测;印刷集团;数字印刷技术;印刷复制;印刷工作;,"尊敬的胥司长,同志们、朋友们:大家上午好!今天,我们在这里召开2015年绿色印刷推进会,正式启动今年的绿色印刷宣传周活动。刚才北京市的活动为宣传周拉开了很好的序幕。这是第5个绿色印刷宣传周,回顾5年前,我们和环保部开始谋划和启动这项工作。5年后,在我们两个部门的共同推动下,在全行业、全产业链的广泛参与下,绿色印刷已经成为""十二五""期间引领产业发展的主要方向,成绩有目共睹。在此,我谨代表国家新闻出版广电总局印刷发行司和中国印刷技术协会,向现场参"
印刷电子 喷墨打印 丝网印刷 SAW滤波器,印刷电子PrintedElectronicsPE技术近几年在电子学领域内发展迅速应用印刷电子技术各类电子产品可以像印刷纸制品一样被大批量地生产出来包括各类柔性存储及显示器件传感器和驱动器可以拉伸弯折的薄膜太阳能电池等论文在研究了印刷电子技术和SAW技术的应用热点和研究现状的基础上探讨了将印刷电子工艺技术应用于声表面波SurfaceAcousticWaveSAW器件制备的方法采用印刷电子工艺可以较为灵活地在压电衬底上定义图形同时金属纳米颗粒墨水的快速发展和广泛应用也为应用印刷电子技术制备SAW器件提供了条件文中分别应用印刷电子工艺中的喷墨打印技术和丝网印刷技术制备SAW滤波器主要内容包括滤波器的设计与仿真工艺步骤及参数说明和SAW器件性能测试及结果分析文中设计的SAW滤波器为横向型滤波器具有单电极等叉指宽和等指间间隔的IDT模型结构分别在石英铌酸锂和钽酸锂三种压电材料上应用喷墨打印工艺和丝网印刷工艺制备叉指线宽为50μm和200μm的SAW滤波器对比三种材料的压电特性并对制备的滤波器性能进行测试针对滤波器性能的测试论文分别进行了形貌测试和电学性能测试其中形貌测试包括显微镜观测和台阶仪测试电学性能测试包括阻抗测试信号传输测试以及用网络分析仪分析其幅频特性等方式喷墨打印工艺制备的SAW滤波器在显微镜观测下的叉指线条在尺寸上存在误差用万用表测量其叉指电极的阻抗基本位于0320Ω之间导电性能良好台阶仪测试的叉指电极厚度为0305μm叉指换能器周期与设计值基本吻合铌酸锂为衬底的滤波器性能较为突出应用丝网印刷工艺制备的SAW滤波器的叉指线条边沿不够整齐误差约为50100μm导电层厚度为510μm应用铌酸锂和钽酸锂作为衬底制备的滤波器能实现滤波特性论文通过理论分析和大量实验验证了应用印刷电子技术制备SAW器件的可行性以铌酸锂作为压电衬底的喷墨打印制作的SAW滤波器的滤波性能较为突出以铌酸锂和钽酸锂作为压电衬底的丝网印刷制作的SAW滤波器基本实现了滤波特性测试结果表明虽然应用印刷电子工艺制备的SAW器件的精确度与微电子工艺相比还有一定的差距器件的制备工艺方面还有很大的提升空间但其具有的工艺流程简单设备和生产成本低廉不产生废液废气等有害物质且适于大规模生产等优势具有十分重要的研究价值和经济意义
绿色印刷;凹印油墨;环境保护行业;环境标志;胶印油墨;要闻回顾;指导性标准;印刷发行管理;平版印刷;科技标准司;,"2007 5月31日新闻出版总署发布《印刷业贯彻落实〈新闻出版业""十一五""发展规划〉实施意见》(新出印[2007]623号),明确将环保要求列入印刷行业发展的指导方针。11月2日国家环保总局发布两项国家环境保护行业标准:《环境标志产品技术要求胶印油墨》(HJ/T 370-2007)和《环境标志产品技术要求凹印油墨和柔印油墨》(HJ/T 371-2007)。这两项标准为指导性标准,自2008年2月1日起实施。"
绿色印刷;成果报告;科技标准司;印刷发行;生态文明;票据印刷;环保油墨;装机量;体制改革;污染大户;,"11月3日,在国家新闻出版广电总局印刷发行司和环境保护部科技标准司联合召开的2015年绿色印刷推进会上,发布了《实施绿色印刷成果报告(2015年)》。报告指出:1.实施绿色印刷为印刷行业推进生态文明建设奠定了基础党中央、国务院对生态文明建设提出了明确的要求、并印发了《生态文明体制改革总体方案》,这是实施绿色印刷的指南。绿色印刷"
绿色印刷;印刷产品质量;印刷协会;中小学教科书;质量监督检测;印刷环境;出版学;全产业链;顶层设计;生态文明;,"通过各方的共同努力,推进绿色印刷工作取得了显著成效,绿色印刷已经在印刷行业取得广泛共识,通过绿色印刷认证的企业数量呈现加速度增长。自2010年9月国家新闻出版总署和环境保护部签署""实现绿色印刷战略合作协议""以来,我国推进绿色印刷工作进入了快速发展的轨道,国家有关部门先后发布《关于实施绿色印刷的公告》、《关"
绿色印刷;环境问题;生命周期过程;印刷生产;绿色转型;印刷方式;生态环境;人体健康;印刷产业;生产设备;,"印刷过程中的环境问题一直成为制约着印刷业发展的主要因素。近年来,国家已经把实施绿色印刷作为解决印刷业绿色转型的一个重要突破口。在实施绿色印刷战略中遇到了哪些问题及困难?如何才能更有效实现绿色印刷的战略目标?这些问题都值得我们去思考。所谓绿色是对""环境友好""与""健康有益""的一种象征性概括。绿色印刷是指具备上述两种属性的印刷过程和方式。简单来讲,绿色印刷是指不破坏生态环境,不威胁人体健康,节约资源及能源消耗的印刷方式,适用印前、印后生产设备及原辅材料,涉及印刷生产的全生命周期过程。"
绿色印刷;商务交流;网络印刷;智能制造;智能软件;智能机器人;印刷耗材;印刷协会;绿色企业;器材供应商;,"9月25日,""2015年北京绿色印刷产业促进商务交流会暨京津冀协同发展绿色印刷产业促进商务交流会""新闻发布会在北京蟹岛生态度假村举行。据悉,本次交流会将于11月3~4日在北京蟹岛生态度假村召开,围绕绿色印刷、网络印刷、工业4.0及智能制造等内容分为2015绿色印刷耗材欢乐特惠节、2015印刷智能软件体验季、环保治理设备及小型印刷智能机器人设备集中汇展、""互联网+""特色展区、京津冀印刷与文化创意产"
